chip_id,chip_x,chip_y,tile,valid_first,valid_second,valid_third,bad_pct_first,bad_pct_second,bad_pct_third,first_image_date,second_image_date,third_image_date,bad_pct_max,na_count,usage
chip_205_319,-98.4407794716838,39.125224555922514,14SNJ,50172.0,50154.0,50176.0,0.0079719387755102,0.0279017857142857,0.0,2022/04/17,2022/07/21,2022/09/29,0.0279017857142857,0.0,train
chip_205_328,-97.734795549427,39.13707852948179,14SPJ,50171.0,50041.0,49976.0,0.0059789540816326,0.0956632653061224,0.1056281887755102,2022/03/15,2022/06/28,2022/09/16,0.1056281887755102,0.0,train
chip_205_329,-97.6563396430648,39.1381482239644,14SPJ,50176.0,50122.0,50118.0,0.0,0.0657684948979591,0.0458386479591836,2022/03/15,2022/06/28,2022/09/16,0.0657684948979591,0.0,train
chip_205_334,-97.26402837774754,39.14275428121553,14SPJ,50176.0,50089.0,50167.0,0.0,0.1494738520408163,0.0099649234693877,2022/03/15,2022/06/28,2022/09/16,0.1494738520408163,0.0,train
chip_205_335,-97.18556052623931,39.143526996253634,14SPJ,50175.0,50109.0,50148.0,0.0019929846938775,0.0817123724489796,0.0498246173469387,2022/03/15,2022/06/28,2022/09/16,0.0817123724489796,0.0,train
chip_205_338,-96.95014769959468,39.14554811875449,14SPJ,50169.0,50133.0,50093.0,0.0079719387755102,0.0438456632653061,0.0737404336734693,2022/03/15,2022/06/28,2022/09/16,0.0737404336734693,0.0,train
chip_205_349,-96.08688953379742,39.14914667153745,14SQJ,49892.0,49855.0,50152.0,0.4005899234693877,0.4284917091836734,0.0338807397959183,2022/05/09,2022/06/28,2022/09/11,0.4284917091836734,0.0,train
chip_205_372,-94.28201623506152,39.1373119160052,15SUD,50158.0,49521.0,49967.0,0.0199298469387755,0.5002391581632653,0.1694036989795918,2022/03/02,2022/07/10,2022/09/28,0.5002391581632653,0.0,train
chip_205_377,-93.88977150534494,39.131274168590174,15SVD,50110.0,49919.0,49970.0,0.0677614795918367,0.1235650510204081,0.1534598214285714,2022/04/26,2022/06/30,2022/09/28,0.1534598214285714,0.0,train
chip_205_392,-92.7135220151139,39.10574092286532,15SWD,50091.0,50167.0,50174.0,0.0817123724489796,0.0159438775510204,0.0039859693877551,2022/07/12,2022/08/31,2022/09/30,0.0817123724489796,0.0,train
chip_205_398,-92.24328394800494,39.09241316143267,15SWD,49954.0,50148.0,50128.0,0.1136001275510204,0.0378667091836734,0.0358737244897959,2022/07/12,2022/08/31,2022/09/30,0.1136001275510204,0.0,train
chip_205_402,-91.92989270229825,39.08253998738604,15SWD,50166.0,50169.0,50176.0,0.0099649234693877,0.0139508928571428,0.0,2022/07/12,2022/08/31,2022/09/30,0.0139508928571428,0.0,train
chip_205_405,-91.694907010084,39.07461663541074,15SXD,50129.0,50078.0,50061.0,0.0458386479591836,0.0478316326530612,0.0478316326530612,2022/06/17,2022/06/27,2022/07/12,0.0478316326530612,0.0,train
chip_205_407,-91.53827896554628,39.0690875905722,15SXD,50073.0,49987.0,50169.0,0.0558035714285714,0.2590880102040816,0.0119579081632653,2022/06/17,2022/06/27,2022/07/12,0.2590880102040816,0.0,train
chip_205_429,-89.8171566052705,38.99525118844835,16SBJ,50173.0,50104.0,50096.0,0.0059789540816326,0.0558035714285714,0.0478316326530612,2022/03/01,2022/06/29,2022/09/27,0.0558035714285714,0.0,train
chip_205_430,-89.73901164250071,38.99132862228135,16SBJ,50174.0,49788.0,50154.0,0.0039859693877551,0.2032844387755102,0.0318877551020408,2022/03/01,2022/06/29,2022/09/27,0.2032844387755102,0.0,train
chip_205_435,-89.34841608619189,38.97097811855441,16SBJ,50173.0,50139.0,50172.0,0.0059789540816326,0.0498246173469387,0.0039859693877551,2022/03/01,2022/06/29,2022/09/27,0.0498246173469387,0.0,train
chip_205_438,-89.114165904967,38.95817797931074,16SCJ,50093.0,49346.0,49940.0,0.1136001275510204,0.9606186224489796,0.0777264030612244,2022/03/16,2022/06/14,2022/06/29,0.9606186224489796,0.0,train
chip_205_480,-85.84472497558198,38.73267746116069,16SEH,49850.0,50134.0,50164.0,0.3926179846938775,0.0558035714285714,0.0159438775510204,2022/03/13,2022/06/21,2022/09/19,0.3926179846938775,0.0,train
chip_205_506,-83.8323178335289,38.55000980688681,17SKC,50024.0,48957.0,50095.0,0.0916772959183673,0.7274394132653061,0.0338807397959183,2022/03/05,2022/06/23,2022/09/16,0.7274394132653061,0.0,train
chip_206_047,-119.29069666805876,36.8509361012638,11SKA,50151.0,49870.0,50163.0,0.0358737244897959,0.5620216836734694,0.0259088010204081,2022/04/01,2022/06/30,2022/09/03,0.5620216836734694,0.0,train
chip_206_197,-107.94279992208791,38.51166733294493,13SBC,50151.0,50011.0,49300.0,0.0259088010204081,0.137515943877551,0.6138392857142857,2022/03/25,2022/06/08,2022/09/18,0.6138392857142857,0.0,train
chip_206_287,-100.94415256782126,38.99077378814994,14SLJ,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/03/01,2022/07/19,2022/09/27,0.0,0.0,train
chip_206_288,-100.86594515522924,38.99386698015171,14SLJ,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/03/01,2022/07/19,2022/09/27,0.0,0.0,train
chip_206_293,-100.47481123801116,39.00859366867061,14SLJ,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/03/01,2022/07/19,2022/09/27,0.0,0.0,train
chip_206_295,-100.31831443718724,39.014139238280826,14SLJ,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/03/01,2022/07/19,2022/09/27,0.0,0.0,train
chip_206_296,-100.2400571938236,39.01683804864762,14SLJ,50176.0,50176.0,50108.0,0.0,0.0,0.0876913265306122,2022/03/01,2022/07/19,2022/09/27,0.0876913265306122,0.0,train
chip_206_297,-100.1617941957924,39.01948753528976,14SLJ,50174.0,50176.0,50112.0,0.0039859693877551,0.0,0.0498246173469387,2022/03/01,2022/07/19,2022/09/27,0.0498246173469387,0.0,train
chip_206_298,-100.08352554862748,39.02208769275796,14SMJ,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/04/02,2022/06/16,2022/09/04,0.0,0.0,train
chip_206_299,-100.0052513579085,39.02463851570332,14SMJ,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/04/02,2022/06/16,2022/09/04,0.0,0.0,train
chip_206_301,-99.8486867683516,39.02959213713001,14SMJ,50132.0,50171.0,50176.0,0.021922831632653,0.0099649234693877,0.0,2022/04/02,2022/06/16,2022/09/04,0.021922831632653,0.0,train
chip_206_303,-99.69210127264483,39.0343483587833,14SMJ,50080.0,50169.0,50176.0,0.0876913265306122,0.0139508928571428,0.0,2022/04/02,2022/06/16,2022/09/04,0.0876913265306122,0.0,train
chip_206_329,-97.65497319975502,39.07820023903011,14SPJ,50112.0,50076.0,50114.0,0.0757334183673469,0.1295440051020408,0.0538105867346938,2022/03/15,2022/06/28,2022/09/16,0.1295440051020408,0.0,train
chip_206_337,-97.02777138609464,39.08497026308581,14SPJ,50176.0,50147.0,50167.0,0.0,0.039859693877551,0.0139508928571428,2022/03/15,2022/06/28,2022/09/16,0.039859693877551,0.0,train
chip_206_355,-95.61632314805736,39.088627614031765,15STD,50141.0,49874.0,49943.0,0.0558035714285714,0.2790178571428571,0.0956632653061224,2022/03/15,2022/06/03,2022/08/12,0.2790178571428571,0.0,train
chip_206_356,-95.53790857221108,39.08836081545604,15STD,50143.0,50033.0,49589.0,0.0358737244897959,0.1534598214285714,0.4205197704081632,2022/03/15,2022/06/03,2022/08/12,0.4205197704081632,0.0,train
chip_206_357,-95.45949462558204,39.0880445455828,15STD,50151.0,49978.0,50100.0,0.0279017857142857,0.0817123724489796,0.0697544642857142,2022/03/15,2022/06/03,2022/08/12,0.0817123724489796,0.0,train
chip_206_364,-94.91062358452494,39.084445528036646,15SUD,49694.0,48889.0,48755.0,0.3487723214285714,0.6297831632653061,0.8011798469387755,2022/03/02,2022/07/10,2022/09/28,0.8011798469387755,0.0,train
chip_206_376,-93.96989113258208,39.072637354697015,15SVD,50154.0,49997.0,50037.0,0.021922831632653,0.0956632653061224,0.0936702806122449,2022/04/26,2022/06/30,2022/09/28,0.0956632653061224,0.0,train
chip_206_379,-93.73476298001036,39.06857278248943,15SVD,49489.0,50137.0,49771.0,0.3467793367346938,0.0498246173469387,0.1514668367346938,2022/04/26,2022/06/30,2022/09/28,0.3467793367346938,0.0,train
chip_206_384,-93.34294577811482,39.060809930482975,15SVD,50171.0,50101.0,50174.0,0.0059789540816326,0.0478316326530612,0.0039859693877551,2022/04/26,2022/06/30,2022/09/28,0.0478316326530612,0.0,train
chip_206_389,-92.95121891147708,39.05181172515618,15SVD,50016.0,47873.0,50174.0,0.0697544642857142,2.684550382653061,0.0039859693877551,2022/04/26,2022/06/30,2022/09/28,2.684550382653061,0.0,train
chip_206_391,-92.79455643303706,39.04786664597046,15SWD,50134.0,50162.0,50093.0,0.0558035714285714,0.0179368622448979,0.0677614795918367,2022/07/12,2022/08/31,2022/09/30,0.0677614795918367,0.0,train
chip_206_401,-92.0115223940455,39.02517870159208,15SWD,50107.0,50168.0,50171.0,0.0837053571428571,0.0139508928571428,0.0059789540816326,2022/07/12,2022/08/31,2022/09/30,0.0837053571428571,0.0,train
chip_206_404,-91.77671296775792,39.01740994822472,15SXD,50141.0,50125.0,50054.0,0.0418526785714285,0.0358737244897959,0.0737404336734693,2022/06/17,2022/06/27,2022/07/12,0.0737404336734693,0.0,train
chip_206_410,-91.30725172700616,39.00054082292129,15SXD,50078.0,50121.0,48747.0,0.0478316326530612,0.0478316326530612,1.012436224489796,2022/06/17,2022/06/27,2022/07/12,1.012436224489796,0.0,train
chip_206_427,-89.97843100101619,38.94311344177183,15SYD,50151.0,50070.0,50094.0,0.0298947704081632,0.0597895408163265,0.0458386479591836,2022/03/09,2022/07/22,2022/09/30,0.0597895408163265,0.0,train
chip_206_434,-89.43192442626469,38.91533435067813,16SBJ,50160.0,50169.0,50173.0,0.021922831632653,0.0119579081632653,0.0059789540816326,2022/03/01,2022/06/29,2022/09/27,0.021922831632653,0.0,train
chip_206_437,-89.19783833890861,38.90269212210528,16SCJ,49999.0,50063.0,49735.0,0.0936702806122449,0.1415019132653061,0.1614317602040816,2022/03/16,2022/06/14,2022/06/29,0.1614317602040816,0.0,train
chip_206_458,-87.56170597244204,38.8018397536003,16SDH,50071.0,50154.0,50154.0,0.119579081632653,0.0318877551020408,0.0279017857142857,2022/03/13,2022/07/21,2022/09/24,0.119579081632653,0.0,train
chip_206_481,-85.77552222537518,38.66665162096707,16SFH,50052.0,49489.0,50138.0,0.0577965561224489,0.4783163265306122,0.0318877551020408,2022/03/28,2022/05/17,2022/09/19,0.4783163265306122,0.0,train
chip_207_286,-101.01822022325956,38.92775940513793,14SLJ,50158.0,50176.0,50176.0,0.0358737244897959,0.0,0.0,2022/03/01,2022/07/19,2022/09/27,0.0358737244897959,0.0,train
chip_207_289,-100.78379049949234,38.93703126303369,14SLJ,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/03/01,2022/07/19,2022/09/27,0.0,0.0,train
chip_207_302,-99.76729128048096,38.97208610397245,14SMJ,50176.0,50171.0,50135.0,0.0,0.0099649234693877,0.0538105867346938,2022/04/02,2022/06/16,2022/09/04,0.0538105867346938,0.0,train
chip_207_322,-98.20184221380762,39.00974008418371,14SNJ,50176.0,50144.0,50167.0,0.0,0.0518176020408163,0.0179368622448979,2022/04/17,2022/07/21,2022/09/29,0.0518176020408163,0.0,train
chip_207_323,-98.12353130687995,39.01110439640737,14SNJ,50165.0,50167.0,50176.0,0.0079719387755102,0.0099649234693877,0.0,2022/04/17,2022/07/21,2022/09/29,0.0099649234693877,0.0,train
chip_207_331,-97.4969491338327,39.02024048417119,14SPJ,50170.0,50165.0,50171.0,0.0059789540816326,0.0159438775510204,0.0059789540816326,2022/03/15,2022/06/28,2022/09/16,0.0159438775510204,0.0,train
chip_207_334,-97.26194433039164,39.02285126045852,14SPJ,50176.0,50069.0,50175.0,0.0,0.0298947704081632,0.0019929846938775,2022/03/15,2022/06/28,2022/09/16,0.0298947704081632,0.0,train
chip_207_359,-95.30324395089494,39.02730868732929,15STD,49886.0,49832.0,49603.0,0.2570950255102041,0.2272002551020408,0.2710459183673469,2022/03/15,2022/06/03,2022/08/12,0.2710459183673469,0.0,train
chip_207_360,-95.2248971721255,39.02684439590679,15SUD,50077.0,49719.0,50174.0,0.1454878826530612,0.1933195153061224,0.0019929846938775,2022/03/02,2022/07/10,2022/09/28,0.1933195153061224,0.0,train
chip_207_378,-93.81493844667057,39.0100365948583,15SVD,50104.0,49901.0,49931.0,0.0318877551020408,0.1155931122448979,0.1454878826530612,2022/04/26,2022/06/30,2022/09/28,0.1454878826530612,0.0,train
chip_207_383,-93.42342741879546,39.002527132724126,15SVD,50132.0,50112.0,50170.0,0.0318877551020408,0.1056281887755102,0.0119579081632653,2022/04/26,2022/06/30,2022/09/28,0.1056281887755102,0.0,train
chip_207_384,-93.34513528443262,39.00087709748645,15SVD,50176.0,50091.0,50173.0,0.0,0.0378667091836734,0.0039859693877551,2022/04/26,2022/06/30,2022/09/28,0.0378667091836734,0.0,train
chip_207_388,-93.03200385235832,38.99378325956032,15SVD,50060.0,50146.0,50168.0,0.0677614795918367,0.0338807397959183,0.0159438775510204,2022/04/26,2022/06/30,2022/09/28,0.0677614795918367,0.0,train
chip_207_389,-92.95373080047648,38.9918863940839,15SVD,50095.0,50041.0,50172.0,0.0358737244897959,0.1753826530612245,0.0079719387755102,2022/04/26,2022/06/30,2022/09/28,0.1753826530612245,0.0,train
chip_207_390,-92.87546188285522,38.98994017386242,15SWD,50024.0,50176.0,50091.0,0.2630739795918367,0.0,0.0498246173469387,2022/07/12,2022/08/31,2022/09/30,0.2630739795918367,0.0,train
chip_207_410,-91.31111445185832,38.94065817272148,15SXD,50085.0,50015.0,49649.0,0.039859693877551,0.0936702806122449,0.3627232142857143,2022/06/17,2022/06/27,2022/07/12,0.3627232142857143,0.0,train
chip_207_420,-90.52984036563156,38.90862707410806,15SYD,50151.0,47358.0,50079.0,0.0259088010204081,2.8738839285714284,0.0478316326530612,2022/03/09,2022/07/22,2022/09/30,2.8738839285714284,0.0,train
chip_207_423,-90.2955975960167,38.898058345880784,15SYD,49827.0,48899.0,50111.0,0.2730389030612244,0.6576849489795918,0.039859693877551,2022/03/09,2022/07/22,2022/09/30,0.6576849489795918,0.0,train
chip_207_424,-90.2175319509291,38.89443710162932,15SYD,49976.0,49423.0,50038.0,0.1275510204081632,0.8749202806122449,0.0637755102040816,2022/03/09,2022/07/22,2022/09/30,0.8749202806122449,0.0,train
chip_207_428,-89.90534853936207,38.879460647942,16SBJ,50064.0,49846.0,50013.0,0.079719387755102,0.1534598214285714,0.09765625,2022/03/01,2022/06/29,2022/09/27,0.1534598214285714,0.0,train
chip_207_434,-89.43732236359152,38.8555223897065,16SBJ,50157.0,50151.0,50146.0,0.0159438775510204,0.0358737244897959,0.0358737244897959,2022/03/01,2022/06/29,2022/09/27,0.0358737244897959,0.0,train
chip_207_438,-89.12548055314807,38.83858192290744,16SCJ,49949.0,50082.0,50079.0,0.1554528061224489,0.0498246173469387,0.0498246173469387,2022/03/16,2022/06/14,2022/06/29,0.1554528061224489,0.0,train
chip_207_446,-88.50224822238832,38.80234757132712,16SCJ,50155.0,50158.0,49991.0,0.0179368622448979,0.0298947704081632,0.1175860969387755,2022/03/16,2022/06/14,2022/06/29,0.1175860969387755,0.0,train
chip_207_456,-87.72412181158252,38.75264811903904,16SDH,49586.0,49012.0,50034.0,0.3547512755102041,0.5560427295918368,0.0896843112244897,2022/03/13,2022/07/21,2022/09/24,0.5560427295918368,0.0,train
chip_207_457,-87.6463685901242,38.74740923026052,16SDH,50086.0,49905.0,50094.0,0.039859693877551,0.1315369897959183,0.0916772959183673,2022/03/13,2022/07/21,2022/09/24,0.1315369897959183,0.0,train
chip_207_466,-86.94710627103069,38.69806193798518,16SDH,49989.0,50145.0,50174.0,0.0996492346938775,0.0418526785714285,0.0039859693877551,2022/03/13,2022/07/21,2022/09/24,0.0996492346938775,0.0,train
chip_207_477,-86.0937930757315,38.63238606663352,16SEH,50174.0,50040.0,43457.0,0.0039859693877551,0.0856983418367346,4.446348852040816,2022/03/13,2022/06/21,2022/09/19,4.446348852040816,0.0,train
chip_207_478,-86.01629650031877,38.62612352488575,16SEH,50097.0,50172.0,50170.0,0.061782525510204,0.0079719387755102,0.0099649234693877,2022/03/13,2022/06/21,2022/09/19,0.061782525510204,0.0,train
chip_208_269,-102.34020628007752,38.8070352478984,13SGD,50170.0,50051.0,50176.0,0.0079719387755102,0.2451371173469387,0.0,2022/03/01,2022/07/09,2022/09/27,0.2451371173469387,0.0,train
chip_208_272,-102.10635130970896,38.81880525651689,13SGD,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/03/01,2022/07/09,2022/09/27,0.0,0.0,train
chip_208_298,-100.07680591139616,38.90228698050166,14SMJ,50086.0,50140.0,50176.0,0.1056281887755102,0.039859693877551,0.0,2022/04/02,2022/06/16,2022/09/04,0.1056281887755102,0.0,train
chip_208_299,-99.99866021718292,38.904833563510586,14SMJ,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/04/02,2022/06/16,2022/09/04,0.0,0.0,train
chip_208_323,-98.12178255489506,38.95116358326906,14SNJ,50173.0,50147.0,50128.0,0.0059789540816326,0.0577965561224489,0.0318877551020408,2022/04/17,2022/07/21,2022/09/29,0.0577965561224489,0.0,train
chip_208_324,-98.04353321521248,38.95247740645635,14SNJ,50170.0,50133.0,50126.0,0.0099649234693877,0.0438456632653061,0.0378667091836734,2022/04/17,2022/07/21,2022/09/29,0.0438456632653061,0.0,train
chip_208_328,-97.73050920195696,38.95723911409154,14SPJ,50141.0,49988.0,50166.0,0.0279017857142857,0.0956632653061224,0.0119579081632653,2022/03/15,2022/06/28,2022/09/16,0.0956632653061224,0.0,train
chip_208_331,-97.49571617311948,38.96029206336219,14SPJ,50176.0,50077.0,50149.0,0.0,0.0498246173469387,0.0199298469387755,2022/03/15,2022/06/28,2022/09/16,0.0498246173469387,0.0,train
chip_208_361,-95.14725446744916,38.96637718363709,15SUD,50167.0,44097.0,50037.0,0.0099649234693877,4.635682397959184,0.217235331632653,2022/03/02,2022/07/10,2022/09/28,4.635682397959184,0.0,train
chip_208_362,-95.06897443009998,38.965814508912736,15SUD,50148.0,49329.0,50138.0,0.0199298469387755,1.1878188775510203,0.0518176020408163,2022/03/02,2022/07/10,2022/09/28,1.1878188775510203,0.0,train
chip_208_363,-94.99069565617658,38.96520245080367,15SUD,49089.0,48537.0,48635.0,0.430484693877551,0.7035235969387755,0.9367028061224488,2022/03/02,2022/07/10,2022/09/28,0.9367028061224488,0.0,train
chip_208_380,-93.66025264647344,38.94724341835074,15SVD,50165.0,50163.0,50176.0,0.0099649234693877,0.0179368622448979,0.0,2022/04/26,2022/06/30,2022/09/28,0.0179368622448979,0.0,train
chip_208_381,-93.58201475820144,38.945742772889176,15SVD,50113.0,50095.0,50169.0,0.0637755102040816,0.0817123724489796,0.0139508928571428,2022/04/26,2022/06/30,2022/09/28,0.0817123724489796,0.0,train
chip_208_383,-93.42554892224835,38.94259345875778,15SVD,50068.0,50117.0,50171.0,0.0558035714285714,0.0657684948979591,0.0059789540816326,2022/04/26,2022/06/30,2022/09/28,0.0657684948979591,0.0,train
chip_208_385,-93.26909704580277,38.93924680207009,15SVD,50130.0,50104.0,50172.0,0.0558035714285714,0.1255580357142857,0.0079719387755102,2022/04/26,2022/06/30,2022/09/28,0.1255580357142857,0.0,train
chip_208_389,-92.95623855520972,38.93196157254109,15SVD,49990.0,50093.0,50090.0,0.0677614795918367,0.09765625,0.0577965561224489,2022/04/26,2022/06/30,2022/09/28,0.09765625,0.0,train
chip_208_390,-92.87803397863962,38.93001697094263,15SWD,50163.0,50176.0,50176.0,0.0119579081632653,0.0,0.0,2022/07/12,2022/08/31,2022/09/30,0.0119579081632653,0.0,train
chip_208_391,-92.79983363172002,38.92802305948231,15SWD,49828.0,49912.0,49485.0,0.4085618622448979,0.372688137755102,0.506218112244898,2022/07/12,2022/08/31,2022/09/30,0.506218112244898,0.0,train
chip_208_392,-92.72163762000132,38.92597984224823,15SWD,49421.0,49938.0,49529.0,0.7433832908163265,0.0876913265306122,0.2590880102040816,2022/07/12,2022/08/31,2022/09/30,0.7433832908163265,0.0,train
chip_208_410,-91.3149708280673,38.88077590396994,15SXD,49643.0,50163.0,49708.0,0.235172193877551,0.0119579081632653,0.3009406887755102,2022/06/17,2022/06/27,2022/07/12,0.3009406887755102,0.0,train
chip_208_416,-90.84650764424052,38.86216327995015,15SXD,50148.0,49843.0,49627.0,0.0338807397959183,0.1514668367346938,0.253109056122449,2022/06/17,2022/06/27,2022/07/12,0.253109056122449,0.0,train
chip_208_417,-90.76845419866164,38.858889039093526,15SXD,50049.0,50038.0,49078.0,0.061782525510204,0.1654177295918367,0.7214604591836735,2022/06/17,2022/06/27,2022/07/12,0.7214604591836735,0.0,train
chip_208_420,-90.53433666722262,38.84877135671106,15SYD,49988.0,45552.0,49020.0,0.2272002551020408,3.675063775510204,1.153938137755102,2022/03/09,2022/07/22,2022/09/30,3.675063775510204,0.0,train
chip_208_425,-90.14428971703968,38.83092577122852,15SYD,49849.0,49820.0,50132.0,0.4344706632653061,0.2650669642857143,0.061782525510204,2022/03/09,2022/07/22,2022/09/30,0.4344706632653061,0.0,train
chip_208_428,-89.91035548450775,38.81962907035322,16SBJ,50019.0,49140.0,47959.0,0.0856983418367346,0.5500637755102041,1.3592155612244898,2022/03/01,2022/06/29,2022/09/27,1.3592155612244898,0.0,train
chip_208_431,-89.67649513007764,38.807890608017296,16SBJ,50174.0,50072.0,50173.0,0.0019929846938775,0.0657684948979591,0.0039859693877551,2022/03/01,2022/06/29,2022/09/27,0.0657684948979591,0.0,train
chip_208_442,-88.81968435629237,38.76107361197731,16SCH,49718.0,50018.0,50037.0,0.1694036989795918,0.1136001275510204,0.0637755102040816,2022/03/16,2022/06/19,2022/09/12,0.1694036989795918,0.0,train
chip_208_447,-88.43060280148832,38.73783381097431,16SCH,50143.0,49768.0,50172.0,0.0458386479591836,0.6756218112244898,0.0079719387755102,2022/03/16,2022/06/19,2022/09/12,0.6756218112244898,0.0,train
chip_208_457,-87.65321483713497,38.68768650684135,16SDH,49755.0,50048.0,50048.0,0.350765306122449,0.0876913265306122,0.0717474489795918,2022/03/13,2022/07/21,2022/09/24,0.350765306122449,0.0,train
chip_208_473,-86.41176218757278,38.59730126769077,16SEH,50014.0,49779.0,50148.0,0.0558035714285714,0.2152423469387755,0.0298947704081632,2022/03/13,2022/06/21,2022/09/19,0.2152423469387755,0.0,train
chip_209_271,-102.17923532642,38.75510345433442,13SGC,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/03/01,2022/06/14,2022/09/27,0.0,0.0,train
chip_209_275,-101.86760090913464,38.77029343235005,14SKJ,50176.0,50176.0,50175.0,0.0,0.0,0.0019929846938775,2022/03/01,2022/06/14,2022/09/17,0.0019929846938775,0.0,train
chip_209_278,-101.63379178144888,38.78117074989189,14SKJ,50176.0,50136.0,50176.0,0.0,0.0318877551020408,0.0,2022/03/01,2022/06/14,2022/09/17,0.0318877551020408,0.0,train
chip_209_285,-101.08797637594913,38.80483274939037,14SLJ,50174.0,50107.0,50176.0,0.0039859693877551,0.021922831632653,0.0,2022/03/01,2022/07/19,2022/09/27,0.021922831632653,0.0,train
chip_209_295,-100.3076657499428,38.834458538036735,14SLJ,50004.0,50176.0,49762.0,0.2252072704081632,0.0,0.6357621173469388,2022/03/01,2022/07/19,2022/09/27,0.6357621173469388,0.0,train
chip_209_299,-99.9953727702508,38.8449316822889,14SMJ,50065.0,50157.0,50176.0,0.0717474489795918,0.0199298469387755,0.0,2022/04/02,2022/06/16,2022/09/04,0.0717474489795918,0.0,train
chip_209_312,-98.97985894052374,38.87352925970517,14SMJ,50176.0,50145.0,50100.0,0.0,0.0298947704081632,0.0478316326530612,2022/04/02,2022/06/16,2022/09/04,0.0478316326530612,0.0,train
chip_209_329,-97.65088736249491,38.89835987472544,14SPJ,49997.0,50126.0,50171.0,0.2072704081632653,0.0558035714285714,0.0079719387755102,2022/03/15,2022/06/28,2022/09/16,0.2072704081632653,0.0,train
chip_209_333,-97.33807502393496,38.90213111165417,14SPJ,49907.0,49424.0,49709.0,0.4504145408163265,0.9606186224489796,0.3487723214285714,2022/03/15,2022/06/28,2022/09/16,0.9606186224489796,0.0,train
chip_209_334,-97.25986714340428,38.9029505887291,14SPJ,50165.0,49877.0,49826.0,0.0199298469387755,0.2471301020408163,0.217235331632653,2022/03/15,2022/06/28,2022/09/16,0.2471301020408163,0.0,train
chip_209_359,-95.30439091954524,38.90740059981618,15STD,50134.0,49997.0,49440.0,0.0498246173469387,0.159438775510204,0.3866390306122449,2022/03/15,2022/06/03,2022/08/12,0.3866390306122449,0.0,train
chip_209_362,-95.06974071485116,38.90586201049203,15SUD,48299.0,46728.0,49459.0,1.5505420918367347,2.54703443877551,0.8370535714285714,2022/03/02,2022/07/10,2022/09/28,2.54703443877551,0.0,train
chip_209_381,-93.5840041611422,38.88580695204083,15SVD,50157.0,50114.0,50147.0,0.021922831632653,0.1016422193877551,0.0438456632653061,2022/04/26,2022/06/30,2022/09/28,0.1016422193877551,0.0,train
chip_209_382,-93.50583386060693,38.88425825163514,15SVD,50163.0,50137.0,50170.0,0.0119579081632653,0.0418526785714285,0.0119579081632653,2022/04/26,2022/06/30,2022/09/28,0.0418526785714285,0.0,train
chip_209_386,-93.19318747114198,38.8775705024357,15SVD,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/04/26,2022/06/30,2022/09/28,0.0,0.0,train
chip_209_390,-92.8806018447678,38.87009420494997,15SWD,50176.0,50176.0,50176.0,0.0,0.0,0.0,2022/07/12,2022/08/31,2022/09/30,0.0,0.0,train
chip_209_391,-92.8024657228937,38.868101948012594,15SWD,50064.0,50169.0,50161.0,0.1136001275510204,0.0079719387755102,0.0159438775510204,2022/07/12,2022/08/31,2022/09/30,0.1136001275510204,0.0,train
chip_209_392,-92.72433392554044,38.86606042604356,15SWD,50175.0,50073.0,50174.0,0.0019929846938775,0.0936702806122449,0.0039859693877551,2022/07/12,2022/08/31,2022/09/30,0.0936702806122449,0.0,train
chip_209_393,-92.64620655796416,38.86396964321538,15SWD,50032.0,50099.0,50098.0,0.0637755102040816,0.0478316326530612,0.0358737244897959,2022/07/12,2022/08/31,2022/09/30,0.0637755102040816,0.0,train
chip_209_425,-90.14909741799276,38.77108503068334,15SYD,49994.0,48254.0,49992.0,0.1793686224489795,1.66015625,0.1694036989795918,2022/03/09,2022/07/22,2022/09/30,1.66015625,0.0,train
chip_209_429,-89.83745606111647,38.75593709690223,16SBH,50118.0,50154.0,50124.0,0.0478316326530612,0.0259088010204081,0.0259088010204081,2022/03/16,2022/03/26,2022/06/19,0.0478316326530612,0.0,train
chip_209_430,-89.75956619326345,38.752027501649295,16SBH,50162.0,50165.0,50121.0,0.0199298469387755,0.0159438775510204,0.039859693877551,2022/03/16,2022/03/26,2022/06/19,0.039859693877551,0.0,train
chip_209_433,-89.52594737412385,38.74000457367662,16SBH,50155.0,50162.0,50146.0,0.0199298469387755,0.0139508928571428,0.0538105867346938,2022/03/16,2022/03/26,2022/06/19,0.0538105867346938,0.0,train
chip_209_439,-89.05894754312244,38.71463581748586,16SCH,50174.0,49917.0,49901.0,0.0039859693877551,0.1255580357142857,0.1733896683673469,2022/03/16,2022/06/19,2022/09/12,0.1733896683673469,0.0,train
